0.4	0.0020398
0.41	0.00378109
0.42	0.00577114
0.43	0.0080597
0.44	0.0146766
0.45	0.020398
0.46	0.0302985
0.47	0.0385572
0.48	0.0612935
0.49	0.089005
0.5	0.123532
0.51	0.195771
0.52	0.342338
0.53	0.916916
0.54	0.948657
0.55	0.964528
0.56	0.970398
0.57	0.973583
0.58	0.978558
0.59	0.981543
